tubelet_id,video_id,track_id,video_path,start_frame,end_frame,start_time_sec,end_time_sec,source_fps,effective_sample_fps,split,macro_speed_mean_mps,macro_speed_median_mps,macro_speed_p95_mps,macro_accel_p95_mps2,macro_straightness_ratio,macro_direction_change_mean_rad,macro_stationary_step_ratio,macro_score_raw,macro_score_smooth,macro_gate_hit
homography_macro__20260317_122808_tp00050.mp4__track1222__t15456_15582__00012332,20260317_122808_tp00050.mp4,1222,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15456,15582,1081.9082218289086,1090.7281258112096,14.285869806842255,2.380978301140376,calibration,0.07918193,0.057138715,0.16283529,0.32785618,0.5743523,1.0548897,0.4,4.621095534811759,3.1361496863250533,False
homography_macro__20260317_122808_tp00050.mp4__track1216__t15504_15594__00012333,20260317_122808_tp00050.mp4,1216,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15504,15594,1085.2681852507376,1091.5681166666668,14.285869806842255,2.380978301140376,calibration,0.011636967,0.006879722,0.032616246,0.07972173,0.78691024,0.8557653,1.0,-9.41477134812266,-0.11357278483124889,False
homography_macro__20260317_122808_tp00050.mp4__track1323__t15504_15594__00012334,20260317_122808_tp00050.mp4,1323,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15504,15594,1085.2681852507376,1091.5681166666668,14.285869806842255,2.380978301140376,calibration,0.7188812,0.7504917,1.190275,1.6451336,0.91357535,0.24824724,0.0,4.609132131519794,3.5029272212965976,False
homography_macro__20260317_122808_tp00050.mp4__track1216__t15552_15642__00012335,20260317_122808_tp00050.mp4,1216,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15552,15642,1088.6281486725663,1094.9280800884956,14.285869806842255,2.380978301140376,calibration,0.004219003,0.0025875245,0.012194388,0.014897437,0.59831756,0.48780474,1.0,-11.953597357314617,-1.5913637709281663,False
homography_macro__20260317_122808_tp00050.mp4__track1323__t15552_15642__00012336,20260317_122808_tp00050.mp4,1323,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15552,15642,1088.6281486725663,1094.9280800884956,14.285869806842255,2.380978301140376,calibration,0.7402947,0.7722267,1.3327569,1.826033,0.88543886,0.34963283,0.0,4.783345646009838,1.9619352934059613,False
homography_macro__20260317_122808_tp00050.mp4__track1222__t15552_15642__00012337,20260317_122808_tp00050.mp4,1222,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15552,15642,1088.6281486725663,1094.9280800884956,14.285869806842255,2.380978301140376,calibration,0.11426457,0.11685509,0.27110586,0.32531542,0.8890712,0.8154325,0.4,8.210115698542612,1.9972102314822349,False
homography_macro__20260317_122808_tp00050.mp4__track1334__t15552_15660__00012338,20260317_122808_tp00050.mp4,1334,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15552,15660,1088.6281486725663,1096.1880663716815,14.285869806842255,2.380978301140376,calibration,0.021052409,0.020276647,0.04576681,0.10985928,0.7460319,0.9289386,0.93333334,-1.1615209459989304,-1.1615209459989304,False
homography_macro__20260317_122808_tp00050.mp4__track1216__t15600_15690__00012339,20260317_122808_tp00050.mp4,1216,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15600,15690,1091.988112094395,1098.2880435103243,14.285869806842255,2.380978301140376,calibration,0.017010283,0.0061716093,0.059946306,0.08039859,0.7351671,0.7274307,0.8666667,-3.1798261897763136,-1.5771866450727237,False
homography_macro__20260317_122808_tp00050.mp4__track1323__t15600_15690__00012340,20260317_122808_tp00050.mp4,1323,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15600,15690,1091.988112094395,1098.2880435103243,14.285869806842255,2.380978301140376,calibration,0.16563511,0.030958317,0.6861217,1.7289776,0.7640497,1.2205536,0.6,7.052173885038719,-0.4475551289713863,False
homography_macro__20260317_122808_tp00050.mp4__track1222__t15600_15690__00012341,20260317_122808_tp00050.mp4,1222,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15600,15690,1091.988112094395,1098.2880435103243,14.285869806842255,2.380978301140376,calibration,0.017094772,0.013885628,0.043561883,0.07876093,0.4467988,1.2421811,0.93333334,-2.0920397785271523,0.4848264616955344,False
homography_macro__20260317_122808_tp00050.mp4__track1216__t15648_15738__00012342,20260317_122808_tp00050.mp4,1216,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15648,15738,1095.3480755162243,1101.6480069321535,14.285869806842255,2.380978301140376,calibration,0.067674324,0.055172015,0.14395288,0.18080723,0.8666673,0.6474551,0.46666667,4.096316276696232,-0.42077527913046886,False
homography_macro__20260317_122808_tp00050.mp4__track1323__t15648_15738__00012343,20260317_122808_tp00050.mp4,1323,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15648,15738,1095.3480755162243,1101.6480069321535,14.285869806842255,2.380978301140376,calibration,0.008290447,0.002692162,0.02872706,0.06360879,0.8147144,0.75829667,1.0,-9.711816487741366,-3.3307822888589196,False
homography_macro__20260317_122808_tp00050.mp4__track1222__t15648_15738__00012344,20260317_122808_tp00050.mp4,1222,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15648,15738,1095.3480755162243,1101.6480069321535,14.285869806842255,2.380978301140376,calibration,0.013936267,0.0112828715,0.03396298,0.07480588,0.0178549,1.0184714,1.0,-9.802014620117857,-0.5204901181187823,False
